run,generation,evaluations,best_fitness
1,0,200000,999976
1,1,400000,1160039
1,2,600000,1314495
1,3,800000,1444195
1,4,1000000,1575576
1,5,1200000,1673298
1,6,1400000,1745562
1,7,1600000,1801536
1,8,1800000,1840931
1,9,2000000,1866849
1,10,2200000,1888839
1,11,2400000,1903904
1,12,2600000,1918291
1,13,2800000,1929188
1,14,3000000,1934978
1,15,3200000,1940943
1,16,3400000,1945705
1,17,3600000,1950244
1,18,3800000,1954259
1,19,4000000,1956961
1,20,4200000,1958618
1,21,4400000,1961822
1,22,4600000,1965672
1,23,4800000,1966418
1,24,5000000,1968035
1,25,5200000,1969077
1,26,5400000,1971167
1,27,5600000,1973300
1,28,5800000,1975045
1,29,6000000,1976048
1,30,6200000,1976660
1,31,6400000,1978357
1,32,6600000,1978615
1,33,6800000,1979662
1,34,7000000,1980834
1,35,7200000,1982198
1,36,7400000,1982422
1,37,7600000,1982652
1,38,7800000,1983033
1,39,8000000,1983737
1,40,8200000,1984830
1,41,8400000,1984983
1,42,8600000,1985886
1,43,8800000,1986721
1,44,9000000,1987642
1,45,9200000,1988887
1,46,9400000,1988887
1,47,9600000,1988955
1,48,9800000,1989717
1,49,10000000,1990087
1,50,10200000,1990752
1,51,10400000,1991321
1,52,10600000,1991912
1,53,10800000,1992294
1,54,11000000,1992595
1,55,11200000,1992779
1,56,11400000,1993370
1,57,11600000,1993702
1,58,11800000,1993816
1,59,12000000,1994126
1,60,12200000,1994354
1,61,12400000,1994824
1,62,12600000,1995220
1,63,12800000,1995372
1,64,13000000,1995521
1,65,13200000,1995720
1,66,13400000,1996037
1,67,13600000,1996260
1,68,13800000,1996292
1,69,14000000,1996548
1,70,14200000,1996686
1,71,14400000,1996877
1,72,14600000,1997128
1,73,14800000,1997414
1,74,15000000,1997414
1,75,15200000,1997495
1,76,15400000,1997498
1,77,15600000,1997610
1,78,15800000,1997830
1,79,16000000,1997830
1,80,16200000,1997883
1,81,16400000,1998019
1,82,16600000,1998044
1,83,16800000,1998101
1,84,17000000,1998218
1,85,17200000,1998250
1,86,17400000,1998370
1,87,17600000,1998430
1,88,17800000,1998498
1,89,18000000,1998544
1,90,18200000,1998558
1,91,18400000,1998628
1,92,18600000,1998702
1,93,18800000,1998737
1,94,19000000,1998808
1,95,19200000,1998850
1,96,19400000,1998874
1,97,19600000,1998915
1,98,19800000,1998936
1,99,20000000,1998940
1,100,20200000,1999005
1,101,20400000,1999005
1,102,20600000,1999036
1,103,20800000,1999042
1,104,21000000,1999070
1,105,21200000,1999087
1,106,21400000,1999111
1,107,21600000,1999117
1,108,21800000,1999132
1,109,22000000,1999142
1,110,22200000,1999158
1,111,22400000,1999159
1,112,22600000,1999173
1,113,22800000,1999184
1,114,23000000,1999189
1,115,23200000,1999207
1,116,23400000,1999221
1,117,23600000,1999225
1,118,23800000,1999243
1,119,24000000,1999247
1,120,24200000,1999250
1,121,24400000,1999260
1,122,24600000,1999270
1,123,24800000,1999278
1,124,25000000,1999278
1,125,25200000,1999297
1,126,25400000,1999297
1,127,25600000,1999297
1,128,25800000,1999297
1,129,26000000,1999298
1,130,26200000,1999299
1,131,26400000,1999299
1,132,26600000,1999299
1,133,26800000,1999299
1,134,27000000,1999299
1,135,27200000,1999299
1,136,27400000,1999299
1,137,27600000,1999299
1,138,27800000,1999299
1,139,28000000,1999299
1,140,28200000,1999299
1,141,28400000,1999299
1,142,28600000,1999299
1,143,28800000,1999299
1,144,29000000,1999299
1,145,29200000,1999299
1,146,29400000,1999299
1,147,29600000,1999299
1,148,29800000,1999299
1,149,30000000,1999299
1,150,30200000,1999299
1,151,30400000,1999299
1,152,30600000,1999299
1,153,30800000,1999299
1,154,31000000,1999299
1,155,31200000,1999299
1,156,31400000,1999299
1,157,31600000,1999299
1,158,31800000,1999299
1,159,32000000,1999299
1,160,32200000,1999299
1,161,32400000,1999299
1,162,32600000,1999299
1,163,32800000,1999299
1,164,33000000,1999299
1,165,33200000,1999299
1,166,33400000,1999299
1,167,33600000,1999299
1,168,33800000,1999299
1,169,34000000,1999299
1,170,34200000,1999299
1,171,34400000,1999299
1,172,34600000,1999299
1,173,34800000,1999299
1,174,35000000,1999299
1,175,35200000,1999299
1,176,35400000,1999299
1,177,35600000,1999299
1,178,35800000,1999299
1,179,36000000,1999299
1,180,36200000,1999299
1,181,36400000,1999299
1,182,36600000,1999299
1,183,36800000,1999299
1,184,37000000,1999299
1,185,37200000,1999299
1,186,37400000,1999299
1,187,37600000,1999299
1,188,37800000,1999299
1,189,38000000,1999299
1,190,38200000,1999299
1,191,38400000,1999299
1,192,38600000,1999299
1,193,38800000,1999299
1,194,39000000,1999299
1,195,39200000,1999299
1,196,39400000,1999299
1,197,39600000,1999299
1,198,39800000,1999299
1,199,40000000,1999299
2,0,200000,999485
2,1,400000,1158721
2,2,600000,1307031
2,3,800000,1449499
2,4,1000000,1575385
2,5,1200000,1672683
2,6,1400000,1743139
2,7,1600000,1798661
2,8,1800000,1842233
2,9,2000000,1866747
2,10,2200000,1888731
2,11,2400000,1905341
2,12,2600000,1917569
2,13,2800000,1929792
2,14,3000000,1935545
2,15,3200000,1942079
2,16,3400000,1946420
2,17,3600000,1950057
2,18,3800000,1952979
2,19,4000000,1956701
2,20,4200000,1959184
2,21,4400000,1961800
2,22,4600000,1965799
2,23,4800000,1966492
2,24,5000000,1968026
2,25,5200000,1971175
2,26,5400000,1971606
2,27,5600000,1974052
2,28,5800000,1974733
2,29,6000000,1976150
2,30,6200000,1977166
2,31,6400000,1979010
2,32,6600000,1979792
2,33,6800000,1981910
2,34,7000000,1981910
2,35,7200000,1983080
2,36,7400000,1984158
2,37,7600000,1985484
2,38,7800000,1986456
2,39,8000000,1987238
2,40,8200000,1987744
2,41,8400000,1988588
2,42,8600000,1988825
2,43,8800000,1989046
2,44,9000000,1989589
2,45,9200000,1990462
2,46,9400000,1990735
2,47,9600000,1991501
2,48,9800000,1991588
2,49,10000000,1992184
2,50,10200000,1992483
2,51,10400000,1992758
2,52,10600000,1992952
2,53,10800000,1993406
2,54,11000000,1993954
2,55,11200000,1994172
2,56,11400000,1994265
2,57,11600000,1994413
2,58,11800000,1994929
2,59,12000000,1994929
2,60,12200000,1995038
2,61,12400000,1995176
2,62,12600000,1995269
2,63,12800000,1995387
2,64,13000000,1995469
2,65,13200000,1995800
2,66,13400000,1995875
2,67,13600000,1996169
2,68,13800000,1996521
2,69,14000000,1996542
2,70,14200000,1996711
2,71,14400000,1996746
2,72,14600000,1997007
2,73,14800000,1997094
2,74,15000000,1997203
2,75,15200000,1997401
2,76,15400000,1997448
2,77,15600000,1997566
2,78,15800000,1997724
2,79,16000000,1997911
2,80,16200000,1998013
2,81,16400000,1998068
2,82,16600000,1998145
2,83,16800000,1998297
2,84,17000000,1998350
2,85,17200000,1998409
2,86,17400000,1998524
2,87,17600000,1998541
2,88,17800000,1998636
2,89,18000000,1998698
2,90,18200000,1998747
2,91,18400000,1998747
2,92,18600000,1998824
2,93,18800000,1998887
2,94,19000000,1998965
2,95,19200000,1999020
2,96,19400000,1999057
2,97,19600000,1999116
2,98,19800000,1999116
2,99,20000000,1999126
2,100,20200000,1999198
2,101,20400000,1999200
2,102,20600000,1999228
2,103,20800000,1999241
2,104,21000000,1999279
2,105,21200000,1999291
2,106,21400000,1999310
2,107,21600000,1999341
2,108,21800000,1999352
