run,generation,evaluations,best_fitness
4,91,920000,1986945
4,92,930000,1986945
4,93,940000,1986988
4,94,950000,1987015
4,95,960000,1987025
4,96,970000,1987039
4,97,980000,1987066
4,98,990000,1987090
4,99,1000000,1987100
5,0,10000,996958
5,1,20000,1102758
5,2,30000,1201404
5,3,40000,1311435
5,4,50000,1398757
5,5,60000,1526723
5,6,70000,1603464
5,7,80000,1683157
5,8,90000,1738310
5,9,100000,1781734
5,10,110000,1818011
5,11,120000,1851103
5,12,130000,1870656
5,13,140000,1889154
5,14,150000,1900873
5,15,160000,1914423
5,16,170000,1918180
5,17,180000,1924941
5,18,190000,1931500
5,19,200000,1937444
5,20,210000,1940923
5,21,220000,1944339
5,22,230000,1945822
5,23,240000,1950342
5,24,250000,1951499
5,25,260000,1953822
5,26,270000,1955783
5,27,280000,1958813
5,28,290000,1959648
5,29,300000,1961860
5,30,310000,1963927
5,31,320000,1964098
5,32,330000,1965663
5,33,340000,1966356
5,34,350000,1967749
5,35,360000,1969308
5,36,370000,1969342
5,37,380000,1970207
5,38,390000,1971317
5,39,400000,1972363
5,40,410000,1972589
5,41,420000,1974506
5,42,430000,1974684
5,43,440000,1975911
5,44,450000,1975911
5,45,460000,1976519
5,46,470000,1976843
5,47,480000,1977080
5,48,490000,1977426
5,49,500000,1977741
5,50,510000,1977887
5,51,520000,1978213
5,52,530000,1978547
5,53,540000,1978941
5,54,550000,1979402
5,55,560000,1979878
5,56,570000,1979914
5,57,580000,1980186
5,58,590000,1980279
5,59,600000,1980776
5,60,610000,1980776
5,61,620000,1980927
5,62,630000,1981276
5,63,640000,1981313
5,64,650000,1981545
5,65,660000,1981642
5,66,670000,1981750
5,67,680000,1981984
5,68,690000,1982109
5,69,700000,1982289
5,70,710000,1982600
5,71,720000,1982710
5,72,730000,1982869
5,73,740000,1982990
5,74,750000,1982995
5,75,760000,1983096
5,76,770000,1983112
5,77,780000,1983236
5,78,790000,1983386
5,79,800000,1983483
5,80,810000,1983583
5,81,820000,1983676
5,82,830000,1983676
5,83,840000,1983765
5,84,850000,1983821
5,85,860000,1983902
5,86,870000,1984011
5,87,880000,1984029
5,88,890000,1984054
5,89,900000,1984132
5,90,910000,1984179
5,91,920000,1984245
5,92,930000,1984313
5,93,940000,1984331
5,94,950000,1984413
5,95,960000,1984448
5,96,970000,1984527
5,97,980000,1984554
5,98,990000,1984655
5,99,1000000,1984784
